order_id,shipping_limit_date,order_delivered_carrier_date,late_delivery,delay_days
020f8f4df303ae8aa39b806b766d2681,2018-01-03 10:10:33,2018-01-04 22:27:07,True,1.0
021363783b521e9813dd62bbcb77d1dd,2018-03-01 15:27:26,2018-03-01 23:19:21,True,0.0
02190241f7190a1f3c7e0df95a749c6a,2016-10-12 04:44:23,2016-10-21 12:47:02,True,9.0
02190241f7190a1f3c7e0df95a749c6a,2016-10-12 04:44:23,2016-10-21 12:47:02,True,9.0
021d08e4057e5b6414c8d2f69f4f72a0,2016-10-17 19:01:41,2016-10-25 12:05:58,True,7.0
0229b2e398fde4545d32b5bb232973ad,2018-04-05 15:27:53,2018-04-18 18:21:18,True,13.0
022d47e6dd2e127493b8f51c8408078c,2018-01-18 17:28:45,2018-01-18 22:41:55,True,0.0
0231382a78f19752dabca6a86b618152,2017-03-15 21:17:43,2017-03-16 09:30:51,True,0.0
0232512713ff84ce6ae5c96971894149,2018-04-10 03:55:46,2018-04-10 18:26:48,True,0.0
023af4b88d12c9f3f56bcb55da0450c5,2017-12-14 17:50:26,2017-12-14 22:21:44,True,0.0
023af4b88d12c9f3f56bcb55da0450c5,2017-12-14 17:50:26,2017-12-14 22:21:44,True,0.0
023faf5fac58639f7cf53cb7dd219859,2018-01-18 20:31:04,2018-01-20 10:45:40,True,1.0
02440f65dc09737b491463739c347446,2018-03-02 10:16:19,2018-03-02 20:44:44,True,0.0
024a74550cdbd36c0fe3955fc9e2bcf0,2018-08-13 08:50:19,2018-08-14 14:42:00,True,1.0
024ab991361d48e491b7dad2f172b43f,2018-06-05 02:31:44,2018-06-07 07:48:00,True,2.0
02504308041b6ad0a112b2b7159439ed,2018-03-27 04:31:19,2018-03-27 22:06:36,True,0.0
02504308041b6ad0a112b2b7159439ed,2018-03-27 04:31:19,2018-03-27 22:06:36,True,0.0
02556030d826438ef986ab5fd723a9a5,2018-02-16 10:48:11,2018-02-16 20:09:12,True,0.0
02556030d826438ef986ab5fd723a9a5,2018-02-16 10:48:11,2018-02-16 20:09:12,True,0.0
0259b4edb1ee1ebd0263f59bd790a938,2017-09-08 03:25:08,2017-09-12 15:18:39,True,4.0
0265de29d2bf47d85101018e7f7d4ff6,2017-05-05 07:55:11,2017-05-10 18:41:46,True,5.0
0268f664f7833aa949da2eae5321aa5b,2017-05-05 02:43:13,2017-05-12 17:19:43,True,7.0
0277fae7eda81470bf6c87dc570e267a,2018-02-14 20:29:06,2018-02-16 00:57:00,True,1.0
02852b112ad108b3d2b3d4ee198d84a8,2017-11-30 13:35:23,2018-01-04 20:18:57,True,35.0
029c545413b10a6bd7540401f6eef0a3,2018-07-17 09:30:15,2018-07-17 14:23:00,True,0.0
02a0f7101947ebb4e6d2ec4c1c929bbb,2017-12-21 19:10:19,2018-01-03 15:52:31,True,12.0
02a54d22a5cd81b89c0a40bf9a75d9a4,2018-03-26 14:31:50,2018-03-27 04:28:43,True,0.0
02b57854fda246aca8459d17f5ccbffa,2017-10-05 02:14:30,2017-10-05 18:41:33,True,0.0
02b9fd867657f257dc634a2e7e0f73c5,2017-06-21 06:42:47,2017-06-22 07:47:49,True,1.0
02bd584dedf7373cb07b6540cadf9a76,2018-08-07 21:50:14,2018-08-08 14:37:00,True,0.0
02c8875e5351540e76019fb7429e163f,2018-02-21 14:27:14,2018-02-22 20:38:07,True,1.0
02d3eba685e8150e0e3abacd9c230642,2018-06-06 14:11:48,2018-06-06 14:57:00,True,0.0
02d63a39dc1b1a296141b46d3db19415,2018-04-06 19:07:51,2018-04-07 01:19:25,True,0.0
02dade411839b1c334363dc9058e1124,2017-09-25 18:50:13,2017-09-25 22:49:51,True,0.0
02dec5fbe189e3c2ccd9ba071c6bb78d,2017-12-14 19:12:15,2017-12-14 23:47:56,True,0.0
02df7a4137081ada2a06ac6e2bca6364,2017-09-25 14:10:38,2017-09-28 11:55:05,True,2.0
02e275a40a23c32f81e13045c84b5a19,2017-11-22 22:06:55,2017-11-23 00:57:49,True,0.0
02e440cd2d735b66f2c859ecd1ec44bd,2017-11-30 00:56:34,2017-12-05 02:04:37,True,5.0
02ec4da9d03014f06d711d60eb37cc22,2017-05-05 13:05:49,2017-05-11 11:12:57,True,5.0
02ef9aa8b6692c2ff049065f5a150c28,2018-08-03 13:00:21,2018-08-03 15:03:00,True,0.0
02fab07a655ce404330d65b508f32d9e,2017-05-25 14:55:17,2017-06-02 16:21:40,True,8.0
02ff3675b59b53ca5cdcb2b6752aeea1,2017-02-06 17:10:20,2017-02-08 15:25:20,True,1.0
03054d8a8eefc2981cfad06f58e27979,2017-10-09 10:35:11,2017-10-09 17:57:50,True,0.0
03128233e78ed8ade6738f2043f4cf8d,2016-10-21 16:25:24,2016-10-30 10:41:08,True,8.0
0312ecf90786def87f98aa19e0e0ce63,2017-05-16 22:10:10,2017-05-17 10:06:53,True,0.0
03171e00c28f7c3e5c779c2c1009a458,2017-08-16 15:10:25,2017-08-23 18:17:03,True,7.0
033729e95819665323119db0291d0f0c,2017-05-18 05:42:21,2017-05-26 14:36:45,True,8.0
033b0e94801f401cd19503fec4b784d6,2017-10-03 22:07:09,2017-10-04 18:09:08,True,0.0
033dac2c6721b55b4323f622ea5c1500,2018-07-03 12:35:14,2018-07-03 14:15:00,True,0.0
0340d758cc0da066316cbc55fb7f7596,2018-02-26 12:40:31,2018-02-26 19:10:14,True,0.0
0347673d14e454a696bca6aebe61f23e,2017-12-01 15:18:03,2017-12-06 13:54:51,True,4.0
0352646a95973b0e19127d2b6a6fb6db,2018-01-11 20:19:25,2018-01-17 20:28:11,True,6.0
0359f367ef22ad541b0bdc484158be09,2018-08-07 12:20:06,2018-08-07 15:49:00,True,0.0
035c01a45e289b155db4e47cf39b29d3,2018-08-13 06:05:33,2018-08-17 13:23:00,True,4.0
0363e6de0e2139c4988c0dba606fcafa,2018-04-23 12:53:44,2018-04-24 20:12:50,True,1.0
03679d41c590caa3f9f56dfad35bff0a,2017-02-15 15:47:22,2017-02-21 13:56:18,True,5.0
036b2855a4c92b30f0bd1f3fc0f46e48,2017-02-23 14:56:11,2017-02-24 03:33:01,True,0.0
036ea72a17833a6fbbcd3e4df8250292,2017-09-12 06:24:16,2017-09-13 18:53:36,True,1.0
03720fdc92032ee4abd471d172006ab0,2018-08-09 21:45:17,2018-08-15 17:42:00,True,5.0
0373763807c25ce94a4b85c7c0f47062,2017-08-07 20:27:37,2017-08-09 19:05:16,True,1.0
037556f936da90c5f9504956ff286860,2017-05-09 12:10:24,2017-05-09 17:03:20,True,0.0
0378193927bcea58a229c432fa102ba9,2018-01-08 06:39:22,2018-01-08 15:47:52,True,0.0
037d59208a513ace896d132dc8c8a93d,2018-03-08 13:31:07,2018-03-08 15:48:43,True,0.0
037fdead4ade679aec8ee3dc6a75368c,2018-05-09 14:30:56,2018-05-14 15:01:00,True,5.0
0382be412d28f04f932ae97df15d634e,2018-04-24 13:52:04,2018-05-09 08:01:00,True,14.0
03952349aca310eeba691019501388de,2017-09-18 02:35:53,2017-09-19 19:44:45,True,1.0
039749cde6a67a679fa5602f776cefa4,2017-07-03 19:05:11,2017-07-05 09:27:43,True,1.0
03a18d20c8d8ed81a44b9dff494ff86c,2017-08-23 21:05:13,2017-08-30 15:08:01,True,6.0
03a85a6adb776ffefc4a8d7f845b10a4,2018-06-15 11:00:45,2018-06-22 14:10:00,True,7.0
03b936f126145f2bb36600400aedb13a,2018-02-22 09:46:25,2018-03-02 21:53:34,True,8.0
03be2f620301ed720f761e04f00270d4,2018-06-15 12:35:12,2018-06-15 16:38:00,True,0.0
03bf6a245a6dfdc3cea6bb75ae4fa3d7,2018-03-23 11:30:57,2018-03-23 23:18:57,True,0.0
03c14c8290a74e1b205057282a26c63c,2018-02-08 02:58:47,2018-02-14 11:55:00,True,6.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03caa2c082116e1d31e67e9ae3700499,2017-10-06 15:28:20,2017-10-10 15:43:17,True,4.0
03d9b0241efc2b1690172701f6800f21,2018-07-10 04:31:05,2018-07-10 15:16:00,True,0.0
03eba6d9fef8f5b3e811d4b5a7cca9cd,2018-02-14 20:29:03,2018-02-15 20:06:44,True,0.0
03f83b59e7c7355647462745b18119f1,2017-07-24 06:03:49,2017-07-24 13:58:07,True,0.0
03fa3f4dec4b3647d00532079f723fec,2018-03-08 14:30:58,2018-03-09 22:05:48,True,1.0
03ffce741877a000ca0fb3520673d4c4,2016-10-10 16:02:37,2016-10-15 12:39:28,True,4.0
04031be66943a9c385ff683fcc99d288,2017-09-21 03:04:00,2017-10-16 20:33:21,True,25.0
040f8d4b01dfd628e0ec871546a193f7,2018-05-15 10:31:13,2018-05-15 10:49:00,True,0.0
041687935b1e4c3715beb1602270b40c,2018-01-02 10:46:43,2018-01-09 22:04:03,True,7.0
041aa5c38550649d5b51f38ba03a29a4,2018-02-12 09:31:20,2018-02-20 20:45:54,True,8.0
041bceeb0d1b95b5079ffb1ba84a779d,2017-09-04 13:15:12,2017-09-04 20:47:00,True,0.0
041bceeb0d1b95b5079ffb1ba84a779d,2017-09-04 13:15:12,2017-09-04 20:47:00,True,0.0
041d7e3625568f4f949823fe46818852,2018-02-02 08:50:35,2018-02-02 13:23:15,True,0.0
04210d64e3bdb5a0cd44eb156294991e,2017-08-11 03:03:14,2017-08-11 17:19:59,True,0.0
04210d64e3bdb5a0cd44eb156294991e,2017-08-11 03:03:14,2017-08-11 17:19:59,True,0.0
04210d64e3bdb5a0cd44eb156294991e,2017-08-11 03:03:14,2017-08-11 17:19:59,True,0.0
0426ac8a5e4a839db34bb45d7e313fa3,2017-05-09 11:31:13,2017-05-11 11:50:39,True,2.0
042e247be09aeae88a74e35766aa03ca,2017-01-30 22:28:07,2017-01-31 13:23:50,True,0.0
042e247be09aeae88a74e35766aa03ca,2017-01-30 22:28:07,2017-01-31 13:23:50,True,0.0
043332e857863b02677c1e075e3cc0cf,2017-11-14 15:46:44,2017-11-14 21:03:12,True,0.0
0435e97505a412ee97a24d62beb81cf0,2018-05-23 00:31:03,2018-05-23 08:19:00,True,0.0
043c74b543e990bd18b14ef1e4344031,2017-08-21 09:23:58,2017-08-31 21:12:17,True,10.0
0452090193a8d241f971d25e584e9ca0,2018-05-23 20:16:33,2018-05-29 09:26:00,True,5.0
045806c8806bca9909e23a1a79cfdd0c,2017-12-18 20:52:21,2017-12-18 22:18:59,True,0.0
047723564a4f371af7f16f08f08ae0e0,2017-12-12 19:15:26,2017-12-13 17:12:51,True,0.0
047d7bce997c4e73c6efe724711fd3b8,2017-10-23 03:56:21,2017-10-23 13:40:03,True,0.0
048860a9cc82e1ab85c2d34174944cc8,2017-12-04 03:19:34,2017-12-05 01:25:43,True,0.0
048c6b6617c20f59a0ac4e9a348667e9,2018-01-18 20:09:35,2018-01-18 20:48:41,True,0.0
048d1e40afa8d75641833ebbb74f85b7,2017-12-12 03:31:06,2017-12-15 00:57:01,True,2.0
048f4f6b6d2d3bc131665b2440c39f70,2017-05-31 22:35:20,2017-06-01 11:55:31,True,0.0
0494b383f6155152ea987dde9647004b,2018-01-08 12:09:06,2018-01-08 22:06:46,True,0.0
0499c7fe87611ea8ba76fc6ddceaad0e,2018-08-06 12:05:13,2018-08-07 08:44:00,True,0.0
04a28263e085d399c97ae49e0b477efa,2018-02-09 18:15:37,2018-02-21 02:38:29,True,11.0
04a964d023c9a995e1dea573959fad67,2017-03-10 14:05:18,2017-03-13 08:45:55,True,2.0
04b21593198275390ded3d92c6d9fd6a,2017-11-09 14:55:25,2017-11-10 20:52:58,True,1.0
04b23c68df88327f687ea03eb2f34d7e,2018-02-15 21:20:26,2018-02-16 15:13:53,True,0.0
04c3bddd55df58e83123e3b174855489,2018-02-09 21:58:36,2018-02-14 20:53:13,True,4.0
04c83c77d062fd72d8f1ebb7f9c1a1a3,2018-01-18 12:09:08,2018-01-19 01:09:32,True,0.0
04c8fbbbe02b38bd685ad085fcaf29bd,2017-05-17 02:25:27,2017-05-22 10:52:04,True,5.0
04d551f13024f132b86b2fdb707664ed,2017-06-01 00:32:45,2017-06-06 13:36:34,True,5.0
04f352fa3f3b02bb7c523906d577c4b8,2017-11-29 19:15:27,2017-11-30 18:34:30,True,0.0
04f352fa3f3b02bb7c523906d577c4b8,2017-11-29 19:15:27,2017-11-30 18:34:30,True,0.0
0505a29e827a4c609b3fd250c0313bef,2018-06-18 04:31:40,2018-06-19 14:55:00,True,1.0
05086b5a715c97d1971784b6ae899a6d,2018-06-28 13:16:17,2018-06-29 14:16:00,True,1.0
05086b5a715c97d1971784b6ae899a6d,2018-06-28 13:16:17,2018-06-29 14:16:00,True,1.0
05093c063b3e4c3b5f4ef831d7da7fd5,2018-05-07 11:31:35,2018-05-07 12:31:00,True,0.0
05095322e4f3619255e9450335966c33,2018-03-12 23:28:49,2018-04-04 22:42:07,True,22.0
050a64172dd384db4597d5f3bdcf2137,2017-12-15 10:11:02,2017-12-15 21:42:29,True,0.0
050c064324e4ea0fd891e928b776a24a,2018-01-15 16:53:49,2018-01-17 14:04:00,True,1.0
05104976125ea1e5cc04bc1f506a436a,2018-08-19 22:44:03,2018-08-20 13:31:00,True,0.0
051c701261744807b2535ab976842f7e,2018-07-10 14:30:11,2018-07-10 16:28:00,True,0.0
05252513392111e8721062d8ecd9edb1,2017-05-25 19:05:16,2017-05-26 14:40:29,True,0.0
05297254c9e41d34c1a38f75ca8656d9,2017-12-03 22:53:54,2017-12-08 17:21:14,True,4.0
0533030deeaf4b83feea1ea004f2ddb5,2018-05-18 13:35:23,2018-05-18 16:48:00,True,0.0
0540bf9189ef17aab470c4942f760e78,2018-03-21 22:28:08,2018-03-22 11:54:26,True,0.0
0540bf9189ef17aab470c4942f760e78,2018-03-21 22:28:08,2018-03-22 11:54:26,True,0.0
0540bf9189ef17aab470c4942f760e78,2018-03-21 22:28:08,2018-03-22 11:54:26,True,0.0
054db90b78e9a5af5983855572b4e6d8,2017-08-09 10:15:24,2017-08-10 12:33:04,True,1.0
055ad36ee30e9948bbe9baba852913b2,2018-03-21 18:09:40,2018-03-21 22:51:18,True,0.0
055bef2dbc886956379d21a556e11ff9,2018-01-18 11:46:27,2018-01-31 19:05:33,True,13.0
056a1317ffaefaa2dff2d9ecb54fc7bc,2018-02-28 15:35:56,2018-02-28 17:22:40,True,0.0
05728fca024954ba1ce915ad5c94991f,2018-06-01 08:53:26,2018-06-07 14:01:00,True,6.0
05728fca024954ba1ce915ad5c94991f,2018-06-01 08:53:26,2018-06-07 14:01:00,True,6.0
05728fca024954ba1ce915ad5c94991f,2018-06-01 08:53:26,2018-06-07 14:01:00,True,6.0
05728fca024954ba1ce915ad5c94991f,2018-06-01 08:53:26,2018-06-07 14:01:00,True,6.0
05728fca024954ba1ce915ad5c94991f,2018-06-01 08:53:26,2018-06-07 14:01:00,True,6.0
057889a9d468c179e39e9a6cdb5f4f8e,2018-06-21 11:15:27,2018-06-21 14:26:00,True,0.0
057e837e50171189a915cb17d4621e9f,2017-08-31 03:05:52,2017-09-01 19:30:06,True,1.0
05871d52118762aaae93a3682fc5fe2f,2018-08-02 21:05:13,2018-08-09 09:22:00,True,6.0
059162a0bf2726c87dd0359eef84c878,2018-08-03 15:25:15,2018-08-06 13:37:00,True,2.0
05981a7bf1a18eb991af55a8a8dbdf83,2017-11-30 19:52:38,2017-11-30 23:56:57,True,0.0
05a6f444527fc90e28da6088b1707b20,2018-08-07 12:35:14,2018-08-14 07:02:00,True,6.0
05afef1c185862cab9062b322ff25cc5,2017-07-31 11:03:10,2017-07-31 15:49:35,True,0.0
05afef1c185862cab9062b322ff25cc5,2017-07-31 11:03:10,2017-07-31 15:49:35,True,0.0
05bc55c2402923914487bf644d917ad5,2017-12-07 15:30:40,2017-12-07 18:44:45,True,0.0
05bd0df2a2f8b3719b66372a66b8f5ec,2017-12-11 10:48:16,2017-12-22 00:47:04,True,10.0
05bfcf9e287cad216cadb8a850f8db5c,2016-10-10 16:05:52,2016-10-30 10:54:35,True,19.0
05bfcf9e287cad216cadb8a850f8db5c,2016-10-10 16:05:52,2016-10-30 10:54:35,True,19.0
05c163d46637e5c0c23a0075dc1c854c,2017-07-17 04:10:34,2017-07-17 16:33:21,True,0.0
05c163d46637e5c0c23a0075dc1c854c,2017-07-17 04:10:34,2017-07-17 16:33:21,True,0.0
05c7aa3928dd1b25667ba59cdc277505,2018-06-21 02:31:18,2018-06-21 05:31:00,True,0.0
05c7aa3928dd1b25667ba59cdc277505,2018-06-21 02:31:18,2018-06-21 05:31:00,True,0.0
05c7d88e9c05e1fa1428f1ff2dcc29da,2016-10-21 16:18:08,2016-10-30 13:18:00,True,8.0
0603e869ecff28981f22e3ea3e91911b,2017-10-03 06:56:09,2017-10-03 17:25:21,True,0.0
0603e869ecff28981f22e3ea3e91911b,2017-10-03 06:56:09,2017-10-03 17:25:21,True,0.0
0603e869ecff28981f22e3ea3e91911b,2017-10-03 06:56:09,2017-10-03 17:25:21,True,0.0
061304e42542425c8ff0be14d03126e4,2017-06-21 14:50:21,2017-07-10 22:22:20,True,19.0
061c593a0c8fd1b92c2abc7c1a87b329,2018-07-20 12:45:24,2018-07-23 14:39:00,True,3.0
061f31c732cb84a989d5b62660212ecc,2018-01-05 21:31:43,2018-01-05 21:54:52,True,0.0
0627a80d6b5c65e9b212271f845e34da,2017-11-14 03:30:34,2017-11-14 16:32:31,True,0.0
063b573b88fc80e516aba87df524f809,2016-10-21 16:23:11,2016-10-30 10:23:36,True,8.0
063f2375ecf74934d05e78a476f92cb5,2018-07-19 03:45:49,2018-07-19 09:40:00,True,0.0
063f2375ecf74934d05e78a476f92cb5,2018-07-19 03:45:49,2018-07-19 09:40:00,True,0.0
0658b7d98d204e0beefedd5e8c0fad45,2018-01-29 23:52:21,2018-01-30 20:04:12,True,0.0
065963d921de479181824ca8d8737935,2018-02-14 20:32:12,2018-02-16 18:53:24,True,1.0
06613112cdd7761776322081835b1b96,2018-03-05 17:30:35,2018-03-06 00:27:01,True,0.0
0661cdf16c55936467e8d8c561e50730,2018-08-22 11:04:22,2018-08-23 14:51:00,True,1.0
0667371275636232a05d55f2a8eada60,2018-07-10 12:25:22,2018-07-10 15:27:00,True,0.0
067d7f81fe42137dd925344dceb47d20,2018-01-31 17:13:31,2018-02-08 20:28:54,True,8.0
